source_id,comment_text,target_id
Awrd6swFO,哦买噶的！！！！！[汗][汗],AwqYakTJT
Awrd5hG8f,老爷子小心闪了老腰,AwqYakTJT
AwrcZEBQx,妹纸辣手噢……,AwqYakTJT
AwrcZkPgL,难以想象 无法想象[汗],AwqYakTJT
AwrcMmOEZ,杨振宁笑了[挖鼻屎][挖鼻屎],AwqYakTJT
AwrcD9y0e,这个世界一直在挑战我们的三观,AwqYakTJT
Awrcnc5oZ,竟闹，回家见家长怎么叫[汗][汗],AwqYakTJT
AwrchABtC,闹死我了[哼],AwqYakTJT
Awrcga9ss,伤不起啊[黑线][黑线][黑线]爱情果真没有年龄之隔,AwqYakTJT
Awrcg9mEU,这就是有图有真相的节奏吗[思考][思考][思考],AwqYakTJT
Awrc4k1dI,17岁都找个大40岁的、那我找个大我20岁的、应该不是个事吧！哈哈！我只是大叔控、不是爷爷控！,AwqYakTJT
AwrbY8wSm,爱没有边界。。[泪][泪][泪]。。。同性恋简直弱爆了好么。。,AwqYakTJT
AwrbV9ih7,无法了解这样的爱情。。。。,AwqYakTJT
AwrbLpVZW,[汗],AwqYakTJT
AwrbEC1by,[吃惊],Awr2ny1I3
AwrbD9zhJ,真般配!,AwqYakTJT
AwrbchDrD,这个世界怎么了！？怎么了！？怎么了！？,AwqYakTJT
Awrbab2ht,我很在意爷爷还能啪啪啪吗？,AwqYakTJT
Awrba8AtO,一对神经病……[吐],AwqYakTJT
Awrb2tRZ3,卧槽，爱情真的是不分年龄啊,AwqYakTJT
Awrb2rsgf,[吃惊],AwqYakTJT
Awrb1j1qT,卧槽，妹纸你未成年啊,AwqYakTJT
AwraZeVH8,我词穷了！！！！！,AwqYakTJT
AwraOiP4f,现在的人都怎么了？这是真爱无极限吗！,AwqYakTJT
AwrazcfLv,草。。。女的才十七岁。。。,AwqYakTJT
Awraj1fPf,[吃惊][吃惊][吃惊]这女孩脑子有病！赶快送精神病院吧，要把她父母气死吗[失望],AwqYakTJT
AwrahwmnQ,有木有搞错。。。世界观崩塌了[拜拜],AwqYakTJT
AwradFLF6,老家伙，放开那妹子………………………………………………让我来！,AwqYakTJT
AwradEXb9,这个情况我只能说爱情的力量伟大！,AwqYakTJT
Awrad5Kgi,尼玛！！！！这世道是怎样！！！！,AwqYakTJT
Awra79qam,我去。。。,AwqYakTJT
Awra6105A,我只想说一句:人间有真情，人间有真爱[生病][生病],AwqYakTJT
Awr9YyAut,呸呸哒,AwqYakTJT
Awr9UqRvr,眨眼一看怎么有点念姐的感觉[疑问],AwqYakTJT
Awr9UbAFL,恶心,AwqYakTJT
Awr9N62tg,十七岁，菇凉～,AwqYakTJT
Awr9Gfpxj,[汗],AwqYakTJT
Awr9F6okx,欧买嘎，我的世界观……,AwqYakTJT
Awr9ub4NL,17岁的小妹妹都能找个大自己40岁的！那陈信宏大我20根本不是事嘛[酷],AwqYakTJT
Awr97oDHh,一切皆有可能……,AwqYakTJT
Awr95kxhU,[吃惊][吃惊],AwqYakTJT
Awr8YdXmf,[good][good],AwqYakTJT
Awr8UEZ5m,爱情无限制,AwqYakTJT
Awr8OsigS,[衰][衰][衰][衰][衰],AwqYakTJT
Awr8E9opw,毁三观,AwqYakTJT
Awr8C71WT,一枝梨花压海棠！,AwqYakTJT
Awr8C3M2I,有点太恶心了吧,AwqYakTJT
Awr8rpiAF,这就是现实和韩剧的差别啊！！妹子们都被大400岁的叫兽迷的智商清零～每天叫兽卡机吗～现实捏？这耳光甩的响亮。大40岁的叫兽，已经......累觉不爱了。40岁叫兽，您能自行空间移动，把自己带走不？,AwqYakTJT
Awr8qxAnZ,不知为何，我竟愿意相信他们是真爱。,AwqYakTJT
Awr8jsLmN,无语[哈哈][哈哈],AwqYakTJT
Awr8guKE0,你妈她知道吗,AwqYakTJT
Awr8dhlBa,妈呀[惊讶][惊讶][惊讶],AwqYakTJT
Awr8co5W7,虽然我不能接受，但表示尊重,AwqYakTJT
Awr8501Y0,他们在那女的十五岁就谈恋爱啦[闭嘴][懒得理你],AwqYakTJT
Awr7SgUtV,[黑线]不能理解,AwqYakTJT
Awr7K2X6x,wow~!40岁~！！[鼓掌]敢不敢再大的多一点~！！60岁来一个嘛[困],AwqYakTJT
Awr7G9ZfA,"爱情真没有年龄问题吗?我好老的人啊呀接受不来,不过还是祝福吧[汗]",AwqYakTJT
Awr7EpR0t,。。。。。难以，理解,AwqYakTJT
Awr7AwVA0,表示接受不了,AwqYakTJT
Awr7hmFHG,为什么别人相爱得那么容易,AwqYakTJT
Awr7gstZl,天啊。。。。,AwqYakTJT
Awr7c2FJq,[神马][晕][晕]世界很奇妙，爱情太广阔。,AwqYakTJT
Awr79BQ6x,17岁...,AwqYakTJT
Awr78qZTv,瞎了 就算是真爱也不会祝福。,AwqYakTJT
Awr6P0qV9,他们都可以！为什么？我们就不可以？,AwqYakTJT
Awr6O5eRz,这节奏,AwqYakTJT
Awr6MBkvz,真的假的？,AwqYakTJT
Awr6IctEn,苍苍白发对红妆。,AwqYakTJT
Awr6IazRb,感觉自己以后不会再爱了。[衰][衰][衰][衰],AwqYakTJT
Awr6Cypad,[晕][晕][晕]艾玛。。。新潮流,AwqYakTJT
Awr6Cfw19,真是，这个世界怎么了[惊恐],AwqYakTJT
Awr6wDHyw,脑子坏掉了,AwqYakTJT
Awr6rkDE6,[哼],AwqYakTJT
Awr6rjQty,这个社会一天天的让我不会再爱，爷孙恋！开启婚恋新纪元，竖中指，你们懂的！[哼],AwqYakTJT
Awr6qtsRQ,或许是现实版的《来自星星的你》叫兽如果还不变老，那等千颂伊老了的时候，他们在一起，会不会也这样呢！[抓狂]我不要这样的全剧终，叫兽赶紧变成地球人吧，然后和千二姐一起慢慢变老……好不好……[泪],AwqYakTJT
Awr6pgxgt,[汗][汗]40都可以当爷爷了。。。,AwqYakTJT
Awr6o4UEa,这都是什么情况？柏拉图。。。。,AwqYakTJT
Awr6j6iAx,[思考][思考][思考][思考],AwqYakTJT
Awr6iuEB7,这是缺乏父爱还是恋女情节,AwqYakTJT
Awr61COas,爱情真是太可怕了！！！,AwqYakTJT
Awr5YFrOv,40[衰][衰],Awr0To7ey
Awr5XvAfY,无法理解,AwqYakTJT
Awr5Lm28g,这女孩心里需要治疗，17岁才？爱情是神马？……,AwqYakTJT
Awr5FsQNh,再也不相信爱情了[晕],AwqYakTJT
Awr5B31Tq,合法！恭喜！,AwqYakTJT
Awr5uviA6,[惊恐][惊恐][惊恐],AwqYakTJT
Awr5tmPAD,[汗][吃惊]碉堡了,AwqYakTJT
Awr5oAfAd,哎呀，我的天，这是爱情？？？[抠鼻屎][巨汗],AwqYakTJT
Awr5apfkp,我觉得好恶心[生病][生病][生病],AwqYakTJT
Awr5856Sn,[思考][思考][思考][思考],AwqYakTJT
Awr57dZ7B,文学的魅力,AwqYakTJT
Awr53mlI2,[衰][衰][衰]我滴妈呀,AwqYakTJT
Awr4YkSYl,青年们，看看人家。。。我太失败了[哼]羡慕嫉妒恨,AwqYakTJT
Awr4Ua9Dc,估计爸妈也知道，不然怎么可能登这个了，真当这女孩天不怕地不怕啊，肯定也阻止不住啦，唉！怎么踏上这条路？！女孩你有朋友么？还是朋友很多？,AwqYakTJT
Awr4QjAez,这个社会肿么了[汗][汗][汗][汗]难以接受的年龄差,AwqYakTJT
Awr4OABEP,这是什么情况……,AwqYakTJT
Awr4OzzhQ,这。。。有点让人难以接受[衰][衰]相差40岁[衰][衰],AwqYakTJT
Awr4OhXOe,[眼泪]17岁!女的确定不会像对爷爷一样对男友么,AwqYakTJT
Awr4FqWC4,君生我未生，我生君已老啊！,AwqYakTJT
Awr4y0pbr,浪费资源～,AwqYakTJT
Awr4xs8k8,[哼][哼][哼][哼],AwqYakTJT
Awr4xoLtC,这是肿么了,AwqYakTJT
Awr4sqFvJ,啧啧,AwqYakTJT
Awr4snlyZ,禽兽,AwqYakTJT
Awr4p9Tje,[哼][哼][哼][哼],AwqYakTJT
Awr4ll6Q5,真心接受不了，姑凉你这样你爸妈知道吗,AwqYakTJT
Awr4ll6Hb,萝卜青菜各有所爱[吐],AwqYakTJT
Awr4huvbD,No judgement,AwqYakTJT
Awr4g0iPH,爷孙恋！真爱那[泪][泪][泪],AwqYakTJT
Awr4fqp0b,这个。。。姑娘你心里素质真好 舆论的鸭梨不怕吗,AwqYakTJT
Awr4f8NvI,[晕],AwqYakTJT
Awr46dBgt,真爱啊,AwqYakTJT
Awr3XoFwP,恶心变态！这女娃脑子让屁嘣了,AwqYakTJT
Awr3Tv2AP,以后单身男女不用考虑未来男女朋友在幼儿园了、没准她妈妈还没结婚呢[汗],AwqYakTJT
Awr3TeUlD,越看越恶心,AwqYakTJT
Awr3S4x1b,我去,AwqYakTJT
Awr3Fk25D,这真的是爱情么,AwqYakTJT
Awr3yw8eO,[吃惊],AwqYakTJT
Awr3xo83F,爱情的力量,AwqYakTJT
Awr3wuSGR,年龄果然不是问题[吃惊][吃惊][吃惊][吃惊]接受不了，女孩你爸妈都没这大爷年纪大吧！,AwqYakTJT
Awr3wuSvi,……,AwqYakTJT
Awr3ws2OL,什么感情呢？,AwqYakTJT
Awr3vyNMi,试验证明，年龄不是问题！！,AwqYakTJT
Awr3txwru,也许这位大叔比我们想像的要强，再说了有情人终成眷属！人家小姑娘就爱他,AwqYakTJT
Awr3kFs5x,[抓狂],AwqYakTJT
Awr3fDZgp,男生们开始期待你们的50岁以后吧……,AwqYakTJT
Awr3f4Mag,卧槽姑娘你图的什么...,AwqYakTJT
Awr3dyGnU,不伦不类~恶心！这看起来像是大女该孩60岁的老头如果能陪女孩儿过50岁生日 我就相信是真爱[拜拜],AwqYakTJT
Awr3dxdUM,[生病][吐]现在快恶心死这种年龄差。不能容忍。我大一姐你也是。赶紧离开月球表面。,AwqYakTJT
Awr3buB0o,这个世界[拜拜],AwqYakTJT
Awr38yq1Y,真要命啊，虽然我也是大叔控，但这差距真心接受不了,AwqYakTJT
Awr380jYz,_(:з」∠)_这,AwqYakTJT
Awr36vqaP,老实说不相信这种爱情[挖鼻屎]，难道我的眼光太世俗了吗[疑问]？没有吧[打哈气]是他们的恋情太超俗了[ok],AwqYakTJT
Awr36rILp,卧……槽,AwqZi5Lgz
Awr31beVN,咋个想得安？感情的世界，不懂也能懂,AwqYakTJT
Awr2ZpR7s,三观尽毁,AwqYakTJT
Awr2YuqWx,[生病][生病][生病],AwqYakTJT
Awr2XDmba,[拜拜]算錯了我17歲只懂得看羅志祥,Awr23cnVr
Awr2ShODi,[吃惊][吃惊][吃惊],AwqYakTJT
Awr2S1z42,瞬间……凌乱了,AwqYakTJT
Awr2R7knC,卧槽,AwqYakTJT
Awr2KBXkg,小女友长大必会后悔[挖鼻屎],AwqYakTJT
Awr2Kjqph,有些像汤唯 啊,AwqYakTJT
Awr2HFJdf,臭不要脸的。。真会玩。。。,AwqYakTJT
Awr2H48Jo,[晕],AwqYakTJT
Awr2AgeQz,找烧....,AwqYakTJT
Awr2yepyI,难以理解,AwqYakTJT
Awr2tb5mS,如果有一天我女儿也这样，我会祝福。前提是她们真的幸福,AwqYakTJT
Awr2sz5Os,又该相信爱了,AwqYakTJT
Awr2ny1I3,毁三观~未成年~[拜拜],AwqYakTJT
Awr2m8x4T,我又相信爱情了[泪][泪][泪],AwqYakTJT
Awr2fzhkz,这个实在太闹心,AwqYakTJT
Awr2fkzus,尼玛！真是羡慕嫉妒恨这老头，临死还吃这么嫩的一颗草，卧槽！！！！！,AwqYakTJT
Awr2fjqgG,最萌年龄差，超越性别的爱[吃惊]老家伙艳福不浅惹[哈哈],AwqYakTJT
Awr2e9IAd,又出来吓人[汗][汗][汗],AwqYakTJT
Awr23cnVr,我17歲連羅志祥都還沒看上[拜拜],AwqYakTJT
Awr221wUj,我真的想发表几句文艺点的感慨 真的真的[巨汗][巨汗],AwqYakTJT
Awr21ogZ5,[汗][汗][汗],AwqYakTJT
Awr20f1GD,姑娘，你家里人知道可否？,AwqYakTJT
Awr1ZlMgl,都想些什么这些人[黑线],AwqYakTJT
Awr1Z2Alf,搞不懂，太抽象了。,AwqYakTJT
Awr1T7Vs5,未成年?,AwqYakTJT
Awr1JDX8V,旱的旱死，涝的涝死..,AwqYakTJT
Awr1H2qTA,还是不能接受！,AwqYakTJT
Awr1CyrYv,话说真有夫妻相 前世未了情吧,AwqYakTJT
Awr1CyrY3,受不了啊，现在的人真的要逆天啦,AwqYakTJT
Awr1Aw4XR,比我还小啊！[吃惊]姑娘，你这么叼，你爸妈知道不？[思考],AwqYakTJT
Awr1z4NiE,喔唷 不容易 都一周年了,AwqYakTJT
Awr1vuCid,太洋气了,AwqYakTJT
Awr1u0vp4,[吃惊][吃惊][吃惊][吃惊][吃惊][吃惊],AwqYakTJT
Awr1sgPFs,期待我的57岁[花心],AwqYakTJT
Awr1pzU0M,‘’2月15日‘’？还提前两天？难道17号才是情人节？,AwqYakTJT
Awr1nucHH,[吃惊],AwqYakTJT
Awr1eCdzn,女孩长大会不会也觉得当初的自己很勇敢？还是很不可思议？很是很………………,AwqYakTJT
Awr1e6O3i,这是疯了吗？,AwqYakTJT
Awr18svaZ,我。。。。。。,AwqYakTJT
Awr17wICf,这个是所有恋中，最有杀伤力的。。,AwqYakTJT
Awr17gymR,柏拉图式恋爱吗？[呵呵],AwqYakTJT
Awr15wltq,看来 和 在一起是对的！,AwqYakTJT
Awr0ZgnlF,这是缺德,AwqYakTJT
Awr0YpzGK,真爱无敌,AwqYakTJT
Awr0XfVq5,我了个去,AwqYakTJT
Awr0To7ey,这，吃到屎了吧～（我没资格谈论人家真爱[挖鼻屎]）,AwqYakTJT
Awr0Setay,给跪了[衰][衰],AwqYakTJT
Awr0PxvQO,好了啦，无论怎么样，祝幸福就好啦[呵呵],AwqYakTJT
Awr0O6guf,我想说好恶心,AwqYakTJT
Awr0Nsuv6,[挖鼻屎]一周年算神马，要是怀孕了才叫新闻。。。,AwqYakTJT
Awr0MxOIw,[黑线],AwqYakTJT
Awr0Kw3eA,秀恩爱分的快,AwqYakTJT
Awr0GlyKj,违背伦理吧。。,AwqYakTJT
Awr0CgRcE,说真的，我无法理解。,AwqYakTJT
Awr0B60vz,偏执的人,AwqYakTJT
Awr0AcKYd,[哼],AwqYakTJT
Awr0AbxHt,弯弯老男人为什么都这么恶心[吐],AwqYakTJT
Awr0zg3FY,这。。是真爱？,AwqYakTJT
Awr0t3NJD,绝配！,AwqYakTJT
Awr0pwghj,其实....好吧，我只是想说，晚安，睡觉。“祝你们幸福”,AwqYakTJT
Awr0puPKf,绝对重口味啊,AwqYakTJT
Awr0lmF8q,[睡觉][睡觉][睡觉][生病][生病][生病][生病] 受不了,AwqYakTJT
Awr0hw60b,额，我该祝贺吗。。。[打哈欠],AwqYakTJT
Awr0gEWIL,不明白,AwqYakTJT
Awr0dpZAz,次奥！真爱啊,AwqYakTJT
Awr0cwKho,恶心[哼],AwqYakTJT
Awr08pM3D,我怎么就理解不了,AwqYakTJT
Awr08oxV2,恶心！无语！,AwqYakTJT
Awr01kf7R,[黑线]不知道这俩人咋想的。,AwqYakTJT
Awr012DKX,不是吧,AwqYakTJT
AwqZV4M11,这个真是无法接受阿，汗汗汗[汗][汗],AwqYakTJT
AwqZUbx0e,你的姿态，你的青睐。。。。,AwqYakTJT
AwqZSaCll,爷孙。。。。恋。。。。[衰],AwqYakTJT
AwqZS8S77,唉！爱情真的什么都不分了...,AwqYakTJT
AwqZRxeqz,恶心,AwqYakTJT
AwqZPbxYf,真恶心！！！,AwqYakTJT
AwqZOzUbx,要不要这么恶心死[怒骂],AwqYakTJT
AwqZNqEwy,。。。。。。。。。[汗][汗][汗],AwqYakTJT
AwqZKtrwz,大过一轮的接受起来有点困难,AwqYakTJT
AwqZKbQ4j,呵呵[晕],AwqYakTJT
AwqZJA40H,毁三观[黑线][黑线],AwqYakTJT
AwqZFbvrV,老牛吃嫩草……,AwqYakTJT
AwqZFbviw,我老了,AwqYakTJT
AwqZzgP8A,这也可以？！,AwqYakTJT
AwqZxukqp,这个世界我越发搞不懂了,AwqYakTJT
AwqZsa3tN,好吧，我又相信爱情了,AwqYakTJT
AwqZqDHmN,额。,AwqYakTJT
AwqZoCiWs,每次看到这对我都有种…这世界是怎么了的os,AwqYakTJT
AwqZmwYnE,。。。。。。,AwqYakTJT
AwqZlEXBi,这什么世道啊，不知道父母承认没有，还是在不被得到祝福当中,AwqYakTJT
AwqZi5Lgz,呵呵,AwqYakTJT
AwqZgChOR,女友长相非常类似汤唯+周杰伦 应该也是以才华著称的人类吧,AwqYakTJT
AwqZgzshn,噁心,AwqYakTJT
AwqZbkucr,真爱。[good],AwqYakTJT
AwqZaENV3,整個人都不好了[生病],AwqYakTJT
AwqZareQA,这小女孩长得有点像伍迪艾伦的妻子宋宜。。。。,AwqYakTJT
AwqZ8Dvk9,噁心好么,AwqYakTJT
AwqZ1wEfM,真爱,AwqYakTJT
AwqYXpMy5,这是真爱[哈哈],AwqYakTJT
AwqYPaDQP,[圍觀][圍觀][圍觀],AwqYakTJT
AwqYN5iMX,...不知道该怎么说,AwqYakTJT
AwqYztrhX,幸福！,AwqYakTJT
